"","Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings","sex","maturity","percent.weight"
"3199","M",0.45,0.335,0.14,0.478,0.1865,0.115,0.16,11,"M","mature",1.165625
"3200","F",0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9,"F","mature",1.33055555555556
"3201","F",0.505,0.405,0.16,0.6835,0.271,0.145,0.215,10,"F","mature",1.26046511627907
"3202","F",0.385,0.3,0.1,0.2725,0.1115,0.057,0.08,6,"F","mature",1.39375
"3203","F",0.62,0.485,0.22,1.511,0.5095,0.284,0.51,17,"F","mature",0.999019607843137
"3204","F",0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17,"F","mature",1.2219512195122
"3205","F",0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,15,"F","mature",0.930612244897959
"3206","M",0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,9,"M","mature",1.13571428571429
"3207","I",0.295,0.215,0.075,0.116,0.037,0.0295,0.04,8,"I","infant",0.925
"3208","I",0.48,0.38,0.125,0.523,0.2105,0.1045,0.175,15,"I","infant",1.20285714285714
"3209","I",0.32,0.25,0.08,0.1565,0.057,0.034,0.06,9,"I","infant",0.95
"3210","I",0.43,0.34,0.125,0.384,0.1375,0.061,0.146,14,"I","infant",0.941780821917808
"3211","M",0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12,"M","mature",1.42830188679245
"3212","F",0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10,"F","mature",1.35373134328358
"3213","F",0.585,0.46,0.17,1.0835,0.3745,0.326,0.325,14,"F","mature",1.15230769230769
"3214","F",0.555,0.42,0.14,0.868,0.33,0.243,0.21,13,"F","mature",1.57142857142857
"3215","F",0.57,0.495,0.16,1.0915,0.452,0.275,0.315,14,"F","mature",1.43492063492063
"3216","F",0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11,"F","mature",1.43513513513514
"3217","M",0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,16,"M","mature",0.756880733944954
"3218","M",0.425,0.34,0.12,0.388,0.149,0.087,0.125,10,"M","mature",1.192
"3219","F",0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14,"F","mature",1.21506849315068
"3220","M",0.675,0.525,0.175,1.402,0.483,0.3205,0.465,16,"M","mature",1.03870967741935
"3221","M",0.5,0.4,0.145,0.6025,0.216,0.138,0.21,11,"M","mature",1.02857142857143
"3222","M",0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9,"M","mature",1.09
"3223","M",0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18,"M","mature",0.840845070422535
"3224","M",0.52,0.415,0.175,0.753,0.258,0.171,0.255,8,"M","mature",1.01176470588235
"3225","M",0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16,"M","mature",0.936170212765957
"3226","I",0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,9,"I","infant",1.23913043478261
"3227","F",0.42,0.32,0.13,0.4135,0.1645,0.106,0.119,10,"F","mature",1.38235294117647
"3228","F",0.45,0.35,0.135,0.56,0.231,0.137,0.145,13,"F","mature",1.59310344827586
"3229","I",0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,9,"I","infant",1.3695652173913
"3230","F",0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,12,"F","mature",1.20875
"3231","M",0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11,"M","mature",1.40727272727273
"3232","M",0.41,0.325,0.12,0.3745,0.158,0.081,0.125,12,"M","mature",1.264
"3233","M",0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,13,"M","mature",0.907547169811321
"3234","F",0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12,"F","mature",1.42876712328767
"3235","F",0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13,"F","mature",1.07738095238095
"3236","M",0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14,"M","mature",1.22886597938144
"3237","I",0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,8,"I","infant",1.15333333333333
"3238","M",0.635,0.51,0.155,1.156,0.428,0.289,0.315,18,"M","mature",1.35873015873016
"3239","M",0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,14,"M","mature",1.48255813953488
"3240","F",0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,15,"F","mature",1.47553191489362
"3241","M",0.555,0.435,0.135,0.858,0.377,0.1585,0.29,15,"M","mature",1.3
"3242","M",0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14,"M","mature",1.58607594936709
"3243","M",0.635,0.48,0.19,1.467,0.5825,0.303,0.42,15,"M","mature",1.38690476190476
"3244","F",0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14,"F","mature",1.07027027027027
"3245","F",0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,19,"F","mature",1.51165048543689
"3246","F",0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13,"F","mature",1.57727272727273
"3247","M",0.55,0.435,0.16,0.906,0.342,0.219,0.295,13,"M","mature",1.15932203389831
"3248","F",0.61,0.495,0.19,1.213,0.464,0.306,0.365,15,"F","mature",1.27123287671233
"3249","M",0.595,0.5,0.165,1.06,0.402,0.28,0.275,11,"M","mature",1.46181818181818
"3250","M",0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6,"M","mature",1.45
"3251","F",0.435,0.35,0.125,0.459,0.197,0.1145,0.145,9,"F","mature",1.35862068965517
"3252","I",0.455,0.375,0.125,0.533,0.233,0.106,0.185,8,"I","infant",1.25945945945946
"3253","M",0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12,"M","mature",1.71428571428571
"3254","I",0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,6,"I","infant",1.55
"3255","F",0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,7,"F","mature",1.49230769230769
"3256","I",0.3,0.23,0.075,0.15,0.0605,0.042,0.045,5,"I","infant",1.34444444444444
"3257","F",0.575,0.48,0.15,0.8745,0.375,0.193,0.29,12,"F","mature",1.29310344827586
"3258","M",0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9,"M","mature",1.72162162162162
"3259","M",0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7,"M","mature",1.30606060606061
"3260","M",0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18,"M","mature",1.57564102564103
"3261","F",0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13,"F","mature",1.15344827586207
"3262","F",0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12,"F","mature",1.56756756756757
"3263","F",0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14,"F","mature",1.52575757575758
"3264","M",0.565,0.45,0.115,0.9085,0.398,0.197,0.29,17,"M","mature",1.37241379310345
"3265","F",0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12,"F","mature",1.89649122807018
"3266","M",0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14,"M","mature",1.25
"3267","F",0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11,"F","mature",1.62432432432432
"3268","F",0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10,"F","mature",1.75416666666667
"3269","M",0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,11,"M","mature",1.2304347826087
"3270","F",0.595,0.465,0.145,1.107,0.402,0.2415,0.31,12,"F","mature",1.29677419354839
"3271","F",0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13,"F","mature",1.33125
"3272","M",0.52,0.425,0.155,0.7735,0.297,0.123,0.255,17,"M","mature",1.16470588235294
"3273","M",0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,11,"M","mature",1.16551724137931
"3274","F",0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13,"F","mature",1.09714285714286
"3275","F",0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18,"F","mature",1.06
"3276","M",0.46,0.355,0.11,0.415,0.215,0.082,0.13,12,"M","mature",1.65384615384615
"3277","M",0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12,"M","mature",1.17647058823529
"3278","F",0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,15,"F","mature",0.990697674418605
"3279","M",0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,12,"M","mature",1.18181818181818
"3280","F",0.655,0.53,0.19,1.428,0.493,0.318,0.565,18,"F","mature",0.872566371681416
"3281","M",0.69,0.54,0.185,1.6195,0.533,0.353,0.555,24,"M","mature",0.96036036036036
"3282","M",0.55,0.45,0.17,0.81,0.317,0.157,0.22,11,"M","mature",1.44090909090909
"3283","F",0.58,0.475,0.165,1.0385,0.414,0.26,0.305,13,"F","mature",1.35737704918033
"3284","F",0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11,"F","mature",1.325
"3285","M",0.565,0.44,0.155,0.868,0.348,0.217,0.26,11,"M","mature",1.33846153846154
"3286","F",0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13,"F","mature",1.71975308641975
"3287","F",0.62,0.51,0.175,1.1255,0.4985,0.227,0.315,14,"F","mature",1.58253968253968
"3288","M",0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,12,"M","mature",1.48780487804878
"3289","F",0.605,0.475,0.145,1.0185,0.4695,0.225,0.27,15,"F","mature",1.73888888888889
"3290","M",0.535,0.42,0.16,0.72,0.275,0.164,0.225,15,"M","mature",1.22222222222222
"3291","F",0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12,"F","mature",1.35751295336788
"3292","M",0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9,"M","mature",1.4740932642487
"3293","F",0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11,"F","mature",1.46910112359551
"3294","M",0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13,"M","mature",1.8728813559322
"3295","F",0.63,0.5,0.16,1.22,0.4905,0.3,0.345,14,"F","mature",1.42173913043478
"3296","M",0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14,"M","mature",1.52045454545455
"3297","F",0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14,"F","mature",1.32424242424242
"3298","M",0.645,0.5,0.19,1.229,0.524,0.278,0.395,17,"M","mature",1.32658227848101
"3299","F",0.62,0.5,0.175,1.146,0.477,0.23,0.39,13,"F","mature",1.22307692307692
"3300","M",0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16,"M","mature",1.0679012345679
"3301","F",0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16,"F","mature",1.13974358974359
"3302","F",0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11,"F","mature",1.33163265306122
"3303","F",0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,15,"F","mature",1.24326923076923
"3304","F",0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12,"F","mature",1.13962264150943
"3305","F",0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16,"F","mature",1.47045454545455
"3306","I",0.6,0.445,0.175,1.057,0.383,0.216,0.355,16,"I","infant",1.07887323943662
"3307","I",0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,10,"I","infant",1.2125
"3308","F",0.45,0.325,0.135,0.438,0.1805,0.1165,0.11,9,"F","mature",1.64090909090909
"3309","M",0.275,0.2,0.08,0.099,0.037,0.024,0.03,5,"M","mature",1.23333333333333
"3310","I",0.485,0.355,0.12,0.5085,0.21,0.122,0.135,9,"I","infant",1.55555555555556
"3311","F",0.62,0.485,0.165,1.166,0.483,0.238,0.355,13,"F","mature",1.36056338028169
"3312","F",0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12,"F","mature",1.23548387096774
"3313","F",0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17,"F","mature",1.13023255813953
"3314","M",0.4,0.31,0.11,0.314,0.138,0.057,0.1,11,"M","mature",1.38
"3315","I",0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,11,"I","infant",1.63555555555556
"3316","M",0.35,0.26,0.09,0.195,0.0745,0.041,0.0655,9,"M","mature",1.13740458015267
"3317","M",0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16,"M","mature",0.929347826086957
"3318","M",0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7,"M","mature",1.13333333333333
"3319","M",0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,4,"M","mature",1.1875
"3320","F",0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,19,"F","mature",0.906730769230769
"3321","F",0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16,"F","mature",1.208
"3322","I",0.49,0.385,0.14,0.5425,0.198,0.127,0.175,11,"I","infant",1.13142857142857
"3323","F",0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15,"F","mature",1.55172413793103
"3324","F",0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12,"F","mature",1.46428571428571
"3325","I",0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12,"I","infant",1.60689655172414
"3326","M",0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10,"M","mature",1.2680412371134
"3327","I",0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12,"I","infant",1.06607142857143
"3328","I",0.635,0.48,0.2,1.3655,0.6255,0.2595,0.425,16,"I","infant",1.47176470588235
"3329","I",0.575,0.475,0.17,0.967,0.3775,0.284,0.275,13,"I","infant",1.37272727272727
"3330","F",0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10,"F","mature",1.29111111111111
"3331","F",0.385,0.305,0.125,0.314,0.146,0.0555,0.08,10,"F","mature",1.825
"3332","F",0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11,"F","mature",1.56
"3333","I",0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,13,"I","infant",0.8675
"3334","I",0.45,0.36,0.125,0.45,0.191,0.0865,0.145,12,"I","infant",1.31724137931035
"3335","I",0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8,"I","infant",1.12352941176471
"3336","F",0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12,"F","mature",1.04642857142857
"3337","F",0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11,"F","mature",1.27586206896552
"3338","I",0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,15,"I","infant",1.43452380952381
"3339","F",0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16,"F","mature",0.933620689655172
"3340","F",0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12,"F","mature",1.26
"3341","I",0.54,0.435,0.145,0.97,0.4285,0.22,0.264,17,"I","infant",1.62310606060606
"3342","F",0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12,"F","mature",1.16531165311653
"3343","M",0.43,0.33,0.095,0.34,0.1315,0.085,0.112,14,"M","mature",1.17410714285714
"3344","F",0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13,"F","mature",1.23420074349442
"3345","I",0.495,0.38,0.145,0.515,0.175,0.098,0.212,13,"I","infant",0.825471698113208
"3346","F",0.48,0.38,0.145,0.59,0.232,0.141,0.23,12,"F","mature",1.00869565217391
"3347","I",0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14,"I","infant",0.815656565656566
"3348","M",0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,11,"M","mature",1.16826923076923
"3349","I",0.49,0.385,0.115,0.683,0.3265,0.1615,0.165,13,"I","infant",1.97878787878788
"3350","I",0.47,0.375,0.105,0.468,0.1665,0.108,0.17,10,"I","infant",0.979411764705882
"3351","I",0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11,"I","infant",0.758333333333333
"3352","F",0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13,"F","mature",1.21081081081081
"3353","F",0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,15,"F","mature",1.72439024390244
"3354","I",0.475,0.365,0.14,0.4545,0.171,0.118,0.158,8,"I","infant",1.08227848101266
"3355","F",0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10,"F","mature",1.648
"3356","I",0.435,0.34,0.11,0.407,0.1685,0.073,0.13,10,"I","infant",1.29615384615385
"3357","I",0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6,"I","infant",1.62941176470588
"3358","I",0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8,"I","infant",1.5
"3359","M",0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5,"M","mature",1.18571428571429
"3360","I",0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,20,"I","infant",1.24920634920635
"3361","F",0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19,"F","mature",1.1955223880597
"3362","M",0.41,0.315,0.095,0.306,0.121,0.0735,0.09,9,"M","mature",1.34444444444444
"3363","M",0.41,0.3,0.1,0.301,0.124,0.069,0.09,9,"M","mature",1.37777777777778
"3364","I",0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10,"I","infant",1.61578947368421
"3365","M",0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11,"M","mature",1.19090909090909
"3366","I",0.44,0.31,0.115,0.3625,0.134,0.082,0.12,11,"I","infant",1.11666666666667
"3367","M",0.28,0.21,0.065,0.0905,0.035,0.02,0.03,5,"M","mature",1.16666666666667
"3368","I",0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17,"I","infant",0.982666666666667
"3369","I",0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13,"I","infant",1.25820895522388
"3370","I",0.61,0.46,0.17,1.278,0.41,0.257,0.37,17,"I","infant",1.10810810810811
"3371","M",0.455,0.345,0.125,0.44,0.169,0.1065,0.135,12,"M","mature",1.25185185185185
"3372","M",0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10,"M","mature",1.11818181818182
"3373","I",0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16,"I","infant",0.871794871794872
"3374","M",0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,19,"M","mature",1.11206896551724
"3375","F",0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10,"F","mature",1.52903225806452
"3376","F",0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10,"F","mature",1.668
"3377","I",0.31,0.235,0.09,0.127,0.048,0.031,0.04,6,"I","infant",1.2
"3378","I",0.255,0.19,0.07,0.0815,0.028,0.016,0.031,5,"I","infant",0.903225806451613
"3379","M",0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8,"M","mature",1.07894736842105
"3380","I",0.295,0.21,0.08,0.1,0.038,0.026,0.031,8,"I","infant",1.2258064516129
"3381","I",0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5,"I","infant",1
"3382","M",0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19,"M","mature",0.998461538461539
"3383","M",0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,15,"M","mature",1.37105263157895
"3384","M",0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14,"M","mature",1.38863636363636
"3385","F",0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7,"F","mature",1.3
"3386","F",0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13,"F","mature",1.552
"3387","M",0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13,"M","mature",1.31153846153846
"3388","M",0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18,"M","mature",0.979032258064516
"3389","M",0.74,0.535,0.185,1.65,0.734,0.4505,0.335,13,"M","mature",2.1910447761194
"3390","M",0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,16,"M","mature",1.14242424242424
"3391","M",0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10,"M","mature",1.93653846153846
"3392","M",0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13,"M","mature",1.15737704918033
"3393","M",0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19,"M","mature",1.42317073170732
"3394","M",0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10,"M","mature",1.15
"3395","M",0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13,"M","mature",1.37333333333333
"3396","F",0.605,0.45,0.165,1.2225,0.357,0.202,0.385,13,"F","mature",0.927272727272727
"3397","M",0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18,"M","mature",1.61617647058824
"3398","F",0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,12,"F","mature",1.00514138817481
"3399","M",0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9,"M","mature",1.22142857142857
"3400","F",0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8,"F","mature",1.46153846153846
"3401","M",0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10,"M","mature",1.12
"3402","M",0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18,"M","mature",0.859719438877755
"3403","M",0.455,0.345,0.15,0.5795,0.1685,0.125,0.215,13,"M","mature",0.783720930232558
"3404","I",0.35,0.265,0.11,0.209,0.066,0.059,0.075,9,"I","infant",0.88
"3405","M",0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8,"M","mature",1.08666666666667
"3406","I",0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,7,"I","infant",1.57
"3407","I",0.35,0.28,0.075,0.196,0.082,0.04,0.064,8,"I","infant",1.28125
"3408","I",0.35,0.265,0.08,0.192,0.081,0.0465,0.053,6,"I","infant",1.52830188679245
"3409","I",0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7,"I","infant",1.63333333333333
"3410","I",0.395,0.31,0.095,0.313,0.131,0.072,0.093,7,"I","infant",1.40860215053763
"3411","I",0.415,0.31,0.105,0.3595,0.167,0.083,0.0915,6,"I","infant",1.82513661202186
"3412","I",0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7,"I","infant",1.92
"3413","I",0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8,"I","infant",1.35869565217391
"3414","M",0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9,"M","mature",1.7972972972973
"3415","F",0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7,"F","mature",1.68243243243243
"3416","F",0.56,0.465,0.16,1.0315,0.432,0.2025,0.337,9,"F","mature",1.28189910979228
"3417","M",0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,"M","mature",2.1651376146789
"3418","M",0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9,"M","mature",1.85283018867925
"3419","F",0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,8,"F","mature",1.33288409703504
"3420","M",0.59,0.47,0.135,1.1685,0.539,0.279,0.28,8,"M","mature",1.925
"3421","F",0.595,0.475,0.165,1.148,0.444,0.214,0.37,10,"F","mature",1.2
"3422","M",0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11,"M","mature",1.7791095890411
"3423","M",0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9,"M","mature",1.78456014362657
"3424","F",0.63,0.475,0.15,1.172,0.536,0.254,0.316,11,"F","mature",1.69620253164557
"3425","M",0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10,"M","mature",1.38630806845966
"3426","F",0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10,"F","mature",1.52674418604651
"3427","M",0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13,"M","mature",1.764
"3428","M",0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,13,"M","mature",2.18815663801337
"3429","I",0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4,"I","infant",1.6046511627907
"3430","I",0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6,"I","infant",1.41666666666667
"3431","I",0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6,"I","infant",1.44444444444444
"3432","I",0.35,0.265,0.095,0.199,0.073,0.049,0.06,5,"I","infant",1.21666666666667
"3433","I",0.36,0.27,0.09,0.219,0.097,0.0405,0.065,6,"I","infant",1.49230769230769
"3434","I",0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,6,"I","infant",1.45238095238095
"3435","I",0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6,"I","infant",1.94573643410853
"3436","I",0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7,"I","infant",1.39333333333333
"3437","I",0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6,"I","infant",1.26
"3438","I",0.395,0.3,0.09,0.279,0.134,0.049,0.075,8,"I","infant",1.78666666666667
"3439","I",0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6,"I","infant",2.08888888888889
"3440","I",0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8,"I","infant",1.6030534351145
"3441","I",0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7,"I","infant",1.67142857142857
"3442","F",0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7,"F","mature",1.5515873015873
"3443","M",0.48,0.37,0.13,0.643,0.349,0.1155,0.135,8,"M","mature",2.58518518518519
"3444","I",0.485,0.37,0.1,0.513,0.219,0.1075,0.13,7,"I","infant",1.68461538461538
"3445","F",0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9,"F","mature",1.76551724137931
"3446","I",0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8,"I","infant",1.54711246200608
"3447","I",0.5,0.385,0.11,0.596,0.3015,0.104,0.151,8,"I","infant",1.99668874172185
"3448","F",0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8,"F","mature",1.75
"3449","M",0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7,"M","mature",1.79192546583851
"3450","M",0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7,"M","mature",2.0175
"3451","F",0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7,"F","mature",1.67362924281984
"3452","M",0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8,"M","mature",1.458
"3453","F",0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155,8,"F","mature",1.9953596287703
"3454","F",0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8,"F","mature",1.97555555555556
"3455","F",0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8,"F","mature",1.7708703374778
"3456","M",0.6,0.475,0.155,1.1385,0.502,0.2295,0.31,9,"M","mature",1.61935483870968
"3457","F",0.61,0.48,0.16,1.234,0.598,0.238,0.315,12,"F","mature",1.8984126984127
"3458","F",0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10,"F","mature",1.53400868306802
"3459","F",0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8,"F","mature",1.69827586206897
"3460","M",0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8,"M","mature",1.83972602739726
"3461","M",0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,9,"M","mature",1.85309734513274
"3462","F",0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11,"F","mature",1.30289855072464
"3463","F",0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10,"F","mature",1.2962962962963
"3464","M",0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11,"M","mature",1.23263157894737
"3465","M",0.635,0.495,0.155,1.3635,0.583,0.2985,0.295,10,"M","mature",1.97627118644068
"3466","F",0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353,9,"F","mature",1.39235127478754
"3467","M",0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9,"M","mature",1.8135593220339
"3468","M",0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10,"M","mature",1.56317204301075
"3469","F",0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11,"F","mature",1.71043376318875
"3470","F",0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,10,"F","mature",1.53185840707965
"3471","M",0.72,0.565,0.2,1.787,0.718,0.385,0.529,11,"M","mature",1.35727788279773
